recommendation_score,price_score,horsepower_score,year_score,mileage_score,location_score,seller_score,car_name,price_eur,year,mileage_km,fuel,transmission,seller_type,location,horsepower,doors,critair_estimated,url,source_file,raw_text,sr_text,date_seen
68,16,13,17,17,5,0,Mini Cooper Marylebone 1.2 102ch 5P de 2016 avec 94 812 kms,2500,2016,94812,Essence,Manuelle,,Le Creusot 71200,102.0,,1,https://www.leboncoin.fr/ad/voitures/2857343420,leboncoin_page1.html,"Mini Cooper Marylebone 1.2 102ch 5P de 2016 avec 94 812 kms Mini Cooper Marylebone 1.2 102ch 5P de 2016 avec 94 812 kms Déjà Vu Annonce déjà vue. Mini Cooper Marylebone 1.2 102ch 5P de 2016 avec 94 812 kms 2 500 € Baisse de prix Prix: 2 500 €.. Baisse de prix · 2016 · 94812 km · Essence · Manuelle Année: ""2016"". Kilométrage: ""94812 km"". Énergie: ""Essence"". Boîte de vitesse: ""Manuelle"" Le Creusot 71200 Située à Le Creusot 71200.","Annonce déjà vue. Prix: 2 500 €.. Baisse de prix Année: ""2016"". Kilométrage: ""94812 km"". Énergie: ""Essence"". Boîte de vitesse: ""Manuelle"" Située à Le Creusot 71200.",2026-05-07 00:53:06
67,30,0,20,17,0,0,Peugeot 208 like (Pare-chocs AR endommagé),4800,2018,109000,Essence,Manuelle,,La Rochepot 21340,,,1,https://www.leboncoin.fr/ad/voitures/3180815970,leboncoin_page3.html,"Peugeot 208 like (Pare-chocs AR endommagé) 4 800 € Prix: 4 800 €. Pack Sérénité · 2018 · 109000 km · Essence · Manuelle Année: ""2018"". Kilométrage: ""109000 km"". Énergie: ""Essence"". Boîte de vitesse: ""Manuelle"" Année 2018 Kilométrage 109000 km Énergie Essence Boîte de vitesse Manuelle Année: ""2018"". Kilométrage: ""109000 km"". Énergie: ""Essence"". Boîte de vitesse: ""Manuelle"" La Rochepot 21340 Située à La Rochepot 21340.","Prix: 4 800 €. Année: ""2018"". Kilométrage: ""109000 km"". Énergie: ""Essence"". Boîte de vitesse: ""Manuelle"" Année: ""2018"". Kilométrage: ""109000 km"". Énergie: ""Essence"". Boîte de vitesse: ""Manuelle"" Située à La Rochepot 21340.",2026-05-07 00:53:06
67,30,0,9,13,10,5,OPEL Corsa D 3 portes Phase 2 1.0 i 12V 65 cv,3990,2013,113000,Essence,Manuelle,Professionnel,Chalon-sur-Saône 71100,65.0,3.0,1,https://www.leboncoin.fr/ad/voitures/3189558520,leboncoin_page2.html,"Déjà Vu Annonce déjà vue. OPEL Corsa D 3 portes Phase 2 1.0 i 12V 65 cv 3 990 € Prix: 3 990 €. Pro Vendeur professionnel. · 2013 · 113000 km · Essence · Manuelle Année: ""2013"". Kilométrage: ""113000 km"". Énergie: ""Essence"". Boîte de vitesse: ""Manuelle"" Année 2013 Kilométrage 113000 km Énergie Essence Boîte de vitesse Manuelle Année: ""2013"". Kilométrage: ""113000 km"". Énergie: ""Essence"". Boîte de vitesse: ""Manuelle"" Chalon-sur-Saône 71100 Située à Chalon-sur-Saône 71100.","Annonce déjà vue. Prix: 3 990 €. Vendeur professionnel. Année: ""2013"". Kilométrage: ""113000 km"". Énergie: ""Essence"". Boîte de vitesse: ""Manuelle"" Année: ""2013"". Kilométrage: ""113000 km"". Énergie: ""Essence"". Boîte de vitesse: ""Manuelle"" Située à Chalon-sur-Saône 71100.",2026-05-07 00:53:06
67,22,0,20,20,0,5,Citroën ami electric 8 cv boite automatique,5990,2021,16500,Électrique,Automatique,Professionnel,Ruffey-lès-Beaune 21200,,,0,https://www.leboncoin.fr/ad/voitures/3135325149,leboncoin_page2.html,"Citroën ami electric 8 cv boite automatique 5 990 € Prix: 5 990 €. Pro Vendeur professionnel. · 2021 · 16500 km · Électrique · Automatique Année: ""2021"". Kilométrage: ""16500 km"". Énergie: ""Électrique"". Boîte de vitesse: ""Automatique"" Année 2021 Kilométrage 16500 km Énergie Électrique Boîte de vitesse Automatique Année: ""2021"". Kilométrage: ""16500 km"". Énergie: ""Électrique"". Boîte de vitesse: ""Automatique"" APB Ruffey-lès-Beaune 21200 Située à Ruffey-lès-Beaune 21200.","Prix: 5 990 €. Vendeur professionnel. Année: ""2021"". Kilométrage: ""16500 km"". Énergie: ""Électrique"". Boîte de vitesse: ""Automatique"" Année: ""2021"". Kilométrage: ""16500 km"". Énergie: ""Électrique"". Boîte de vitesse: ""Automatique"" Située à Ruffey-lès-Beaune 21200.",2026-05-07 00:53:06
67,22,0,20,20,5,0,PEUGEOT 208 essence 68cv,5750,2018,62000,Essence,Manuelle,,Le Creusot 71200,68.0,,1,https://www.leboncoin.fr/ad/voitures/3173242070,leboncoin_page5.html,"PEUGEOT 208 essence 68cv 5 750 € Prix: 5 750 €. Pack Sérénité · 2018 · 62000 km · Essence · Manuelle Année: ""2018"". Kilométrage: ""62000 km"". Énergie: ""Essence"". Boîte de vitesse: ""Manuelle"" Année 2018 Kilométrage 62000 km Énergie Essence Boîte de vitesse Manuelle Année: ""2018"". Kilométrage: ""62000 km"". Énergie: ""Essence"". Boîte de vitesse: ""Manuelle"" Le Creusot 71200 Située à Le Creusot 71200.","Prix: 5 750 €. Année: ""2018"". Kilométrage: ""62000 km"". Énergie: ""Essence"". Boîte de vitesse: ""Manuelle"" Année: ""2018"". Kilométrage: ""62000 km"". Énergie: ""Essence"". Boîte de vitesse: ""Manuelle"" Située à Le Creusot 71200.",2026-05-07 00:53:06
67,22,0,20,20,5,0,Vendre Peugeot 208,5500,2018,66000,Essence,Manuelle,,Le Creusot 71200,,,1,https://www.leboncoin.fr/ad/voitures/3134939872,leboncoin_page5.html,"Vendre Peugeot 208 5 500 € Prix: 5 500 €. Pack Sérénité · 2018 · 66000 km · Essence · Manuelle Année: ""2018"". Kilométrage: ""66000 km"". Énergie: ""Essence"". Boîte de vitesse: ""Manuelle"" Année 2018 Kilométrage 66000 km Énergie Essence Boîte de vitesse Manuelle Année: ""2018"". Kilométrage: ""66000 km"". Énergie: ""Essence"". Boîte de vitesse: ""Manuelle"" Le Creusot 71200 Située à Le Creusot 71200.","Prix: 5 500 €. Année: ""2018"". Kilométrage: ""66000 km"". Énergie: ""Essence"". Boîte de vitesse: ""Manuelle"" Année: ""2018"". Kilométrage: ""66000 km"". Énergie: ""Essence"". Boîte de vitesse: ""Manuelle"" Située à Le Creusot 71200.",2026-05-07 00:53:06
66,30,5,9,17,0,5,Dacia LOGAN 1.2 16V 75CH,4500,2013,103659,Essence,Manuelle,Professionnel,Beaune 21200,75.0,,1,https://www.leboncoin.fr/ad/voitures/3190506985,leboncoin_page1.html,"Dacia LOGAN 1.2 16V 75CH 4 500 € Prix: 4 500 €. Pro Vendeur professionnel. · 2013 · 103659 km · Essence · Manuelle Année: ""2013"". Kilométrage: ""103659 km"". Énergie: ""Essence"". Boîte de vitesse: ""Manuelle"" Année 2013 Kilométrage 103659 km Énergie Essence Boîte de vitesse Manuelle Année: ""2013"". Kilométrage: ""103659 km"". Énergie: ""Essence"". Boîte de vitesse: ""Manuelle"" AUTOSUD 21 Beaune 21200 Située à Beaune 21200.","Prix: 4 500 €. Vendeur professionnel. Année: ""2013"". Kilométrage: ""103659 km"". Énergie: ""Essence"". Boîte de vitesse: ""Manuelle"" Année: ""2013"". Kilométrage: ""103659 km"". Énergie: ""Essence"". Boîte de vitesse: ""Manuelle"" Située à Beaune 21200.",2026-05-07 00:53:06
66,30,5,9,17,0,5,HYUNDAI i10 1.2l 86Cv FINITION SENSATION 110.000KMS 10/2013 PREMIERE MAIN FERMETURE CENTRALISÉE DIRECTION ASSISTÉE ATTELAGE,3900,2013,110000,Essence,Manuelle,Professionnel,Montceau-les-Mines 71300,86.0,,1,https://www.leboncoin.fr/ad/voitures/3188082308,leboncoin_page3.html,"HYUNDAI i10 1.2l 86Cv FINITION SENSATION 110.000KMS 10/2013 PREMIERE MAIN FERMETURE CENTRALISÉE DIRECTION ASSISTÉE ATTELAGE 3 900 € Prix: 3 900 €. Pro Vendeur professionnel. · 2013 · 110000 km · Essence · Manuelle Année: ""2013"". Kilométrage: ""110000 km"". Énergie: ""Essence"". Boîte de vitesse: ""Manuelle"" Année 2013 Kilométrage 110000 km Énergie Essence Boîte de vitesse Manuelle Année: ""2013"". Kilométrage: ""110000 km"". Énergie: ""Essence"". Boîte de vitesse: ""Manuelle"" FRANCE AUTO 71 Montceau-les-Mines 71300 Située à Montceau-les-Mines 71300.","Prix: 3 900 €. Vendeur professionnel. Année: ""2013"". Kilométrage: ""110000 km"". Énergie: ""Essence"". Boîte de vitesse: ""Manuelle"" Année: ""2013"". Kilométrage: ""110000 km"". Énergie: ""Essence"". Boîte de vitesse: ""Manuelle"" Située à Montceau-les-Mines 71300.",2026-05-07 00:53:06
66,30,5,9,17,5,0,Citroën Nemo 1.3 hdi 75ch 100000km,3990,2012,100000,Diesel,Manuelle,,Le Creusot 71200,75.0,,2,https://www.leboncoin.fr/ad/voitures/3175742639,leboncoin_page5.html,"Citroën Nemo 1.3 hdi 75ch 100000km 3 990 € Prix: 3 990 €. Pack Sérénité · 2012 · 100000 km · Diesel · Manuelle Année: ""2012"". Kilométrage: ""100000 km"". Énergie: ""Diesel"". Boîte de vitesse: ""Manuelle"" Année 2012 Kilométrage 100000 km Énergie Diesel Boîte de vitesse Manuelle Année: ""2012"". Kilométrage: ""100000 km"". Énergie: ""Diesel"". Boîte de vitesse: ""Manuelle"" Le Creusot 71200 Située à Le Creusot 71200.","Prix: 3 990 €. Année: ""2012"". Kilométrage: ""100000 km"". Énergie: ""Diesel"". Boîte de vitesse: ""Manuelle"" Année: ""2012"". Kilométrage: ""100000 km"". Énergie: ""Diesel"". Boîte de vitesse: ""Manuelle"" Située à Le Creusot 71200.",2026-05-07 00:53:06
66,30,13,5,13,0,5,RENAULT GRAND MODUS 1.2 TCe 103 cv,4480,2011,120000,Essence,Manuelle,Professionnel,Saint-Loup-de-Varennes 71240,103.0,,1,https://www.leboncoin.fr/ad/voitures/3144216420,leboncoin_page1.html,"RENAULT GRAND MODUS 1.2 TCe 103 cv 4 480 € Baisse de prix Prix: 4 480 €.. Baisse de prix Pro Vendeur professionnel. · 2011 · 120000 km · Essence · Manuelle Année: ""2011"". Kilométrage: ""120000 km"". Énergie: ""Essence"". Boîte de vitesse: ""Manuelle"" Année 2011 Kilométrage 120000 km Énergie Essence Boîte de vitesse Manuelle Année: ""2011"". Kilométrage: ""120000 km"". Énergie: ""Essence"". Boîte de vitesse: ""Manuelle"" CAR UP Saint-Loup-de-Varennes 71240 Située à Saint-Loup-de-Varennes 71240.","Prix: 4 480 €.. Baisse de prix Vendeur professionnel. Année: ""2011"". Kilométrage: ""120000 km"". Énergie: ""Essence"". Boîte de vitesse: ""Manuelle"" Année: ""2011"". Kilométrage: ""120000 km"". Énergie: ""Essence"". Boîte de vitesse: ""Manuelle"" Située à Saint-Loup-de-Varennes 71240.",2026-05-07 00:53:06
66,22,0,17,17,5,5,A SAISIR SUZUKI CELERIO 1.0L 68CH. PRIVILEGE(vignette crit'air1) PREMIERE MAIN suivi GARAGE,5300,2017,84900,Essence,Manuelle,Professionnel,Mâcon 71000,68.0,,1,https://www.leboncoin.fr/ad/voitures/3185676653,leboncoin_page2.html,"Déjà Vu Annonce déjà vue. A SAISIR SUZUKI CELERIO 1.0L 68CH. PRIVILEGE(vignette crit'air1) PREMIERE MAIN suivi GARAGE 5 300 € Prix: 5 300 €. Pro Vendeur professionnel. · 2017 · 84900 km · Essence · Manuelle Année: ""2017"". Kilométrage: ""84900 km"". Énergie: ""Essence"". Boîte de vitesse: ""Manuelle"" Année 2017 Kilométrage 84900 km Énergie Essence Boîte de vitesse Manuelle Année: ""2017"". Kilométrage: ""84900 km"". Énergie: ""Essence"". Boîte de vitesse: ""Manuelle"" Mâcon 71000 Située à Mâcon 71000.","Annonce déjà vue. Prix: 5 300 €. Vendeur professionnel. Année: ""2017"". Kilométrage: ""84900 km"". Énergie: ""Essence"". Boîte de vitesse: ""Manuelle"" Année: ""2017"". Kilométrage: ""84900 km"". Énergie: ""Essence"". Boîte de vitesse: ""Manuelle"" Située à Mâcon 71000.",2026-05-07 00:53:06
66,22,13,13,13,0,5,PEUGEOT 208 1.2 PureTech 110ch GT Line,5990,2015,131000,Essence,Manuelle,Professionnel,Châtenoy-le-Royal 71880,110.0,,1,https://www.leboncoin.fr/ad/voitures/3190199760,leboncoin_page1.html,"PEUGEOT 208 1.2 PureTech 110ch GT Line 5 990 € Prix: 5 990 €. Pro Vendeur professionnel. · 2015 · 131000 km · Essence · Manuelle Année: ""2015"". Kilométrage: ""131000 km"". Énergie: ""Essence"". Boîte de vitesse: ""Manuelle"" Année 2015 Kilométrage 131000 km Énergie Essence Boîte de vitesse Manuelle Année: ""2015"". Kilométrage: ""131000 km"". Énergie: ""Essence"". Boîte de vitesse: ""Manuelle"" TRANSAKAUTO CHALON Châtenoy-le-Royal 71880 Située à Châtenoy-le-Royal 71880.","Prix: 5 990 €. Vendeur professionnel. Année: ""2015"". Kilométrage: ""131000 km"". Énergie: ""Essence"". Boîte de vitesse: ""Manuelle"" Année: ""2015"". Kilométrage: ""131000 km"". Énergie: ""Essence"". Boîte de vitesse: ""Manuelle"" Située à Châtenoy-le-Royal 71880.",2026-05-07 00:53:06
66,22,13,13,13,0,5,FORD Focus III Phase 2 1.6 TDCI S&S 115 cv CT OK REV OK CRIT’AIR 2 GARANTIE,5990,2015,136653,Diesel,Manuelle,Professionnel,Châtenoy-le-Royal 71880,115.0,,2,https://www.leboncoin.fr/ad/voitures/3180461107,leboncoin_page3.html,"FORD Focus III Phase 2 1.6 TDCI S&S 115 cv CT OK REV OK CRIT’AIR 2 GARANTIE 5 990 € Prix: 5 990 €. Pro Vendeur professionnel. · 2015 · 136653 km · Diesel · Manuelle Année: ""2015"". Kilométrage: ""136653 km"". Énergie: ""Diesel"". Boîte de vitesse: ""Manuelle"" Année 2015 Kilométrage 136653 km Énergie Diesel Boîte de vitesse Manuelle Année: ""2015"". Kilométrage: ""136653 km"". Énergie: ""Diesel"". Boîte de vitesse: ""Manuelle"" Châtenoy-le-Royal 71880 Située à Châtenoy-le-Royal 71880.","Prix: 5 990 €. Vendeur professionnel. Année: ""2015"". Kilométrage: ""136653 km"". Énergie: ""Diesel"". Boîte de vitesse: ""Manuelle"" Année: ""2015"". Kilométrage: ""136653 km"". Énergie: ""Diesel"". Boîte de vitesse: ""Manuelle"" Située à Châtenoy-le-Royal 71880.",2026-05-07 00:53:06
66,22,10,9,20,5,0,Citroën C3 Picasso 1.4 VTi 95ch Collection – 65 200 km – Entretien Citroën,5790,2013,65200,Essence,Manuelle,,Mâcon 71000,95.0,,1,https://www.leboncoin.fr/ad/voitures/3181403457,leboncoin_page3.html,"Citroën C3 Picasso 1.4 VTi 95ch Collection – 65 200 km – Entretien Citroën 5 790 € Prix: 5 790 €. Pack Sérénité · 2013 · 65200 km · Essence · Manuelle Année: ""2013"". Kilométrage: ""65200 km"". Énergie: ""Essence"". Boîte de vitesse: ""Manuelle"" Année 2013 Kilométrage 65200 km Énergie Essence Boîte de vitesse Manuelle Année: ""2013"". Kilométrage: ""65200 km"". Énergie: ""Essence"". Boîte de vitesse: ""Manuelle"" Mâcon 71000 Située à Mâcon 71000.","Prix: 5 790 €. Année: ""2013"". Kilométrage: ""65200 km"". Énergie: ""Essence"". Boîte de vitesse: ""Manuelle"" Année: ""2013"". Kilométrage: ""65200 km"". Énergie: ""Essence"". Boîte de vitesse: ""Manuelle"" Située à Mâcon 71000.",2026-05-07 00:53:06
65,30,5,5,20,0,5,Renault Twingo II 1.2i 16v 75cv eco2 bvm5 Walkman pack Clim / 1*main / 2011 / 56.000km / embrayage + distribution neuf / 4.990e Garantie 3 mois,4990,2011,56000,Essence,Manuelle,Professionnel,Beaune 21200,75.0,,1,https://www.leboncoin.fr/ad/voitures/3171235218,leboncoin_page5.html,"Renault Twingo II 1.2i 16v 75cv eco2 bvm5 Walkman pack Clim / 1*main / 2011 / 56.000km / embrayage + distribution neuf / 4.990e Garantie 3 mois 4 990 € Prix: 4 990 €. Pro Vendeur professionnel. · 2011 · 56000 km · Essence · Manuelle Année: ""2011"". Kilométrage: ""56000 km"". Énergie: ""Essence"". Boîte de vitesse: ""Manuelle"" Année 2011 Kilométrage 56000 km Énergie Essence Boîte de vitesse Manuelle Année: ""2011"". Kilométrage: ""56000 km"". Énergie: ""Essence"". Boîte de vitesse: ""Manuelle"" Beaune 21200 Située à Beaune 21200.","Prix: 4 990 €. Vendeur professionnel. Année: ""2011"". Kilométrage: ""56000 km"". Énergie: ""Essence"". Boîte de vitesse: ""Manuelle"" Année: ""2011"". Kilométrage: ""56000 km"". Énergie: ""Essence"". Boîte de vitesse: ""Manuelle"" Située à Beaune 21200.",2026-05-07 00:53:06
