car_id,source_url,original_title,original_price_eur,original_year,original_mileage_km,original_fuel,original_transmission,original_seller_type,original_detail_brand,original_detail_model,original_detail_doors,original_detail_seats,original_detail_description,original_raw_text,ai_car_name,ai_brand,ai_model,ai_version_or_trim,ai_year,ai_first_registration,ai_price_eur,ai_mileage_km,ai_fuel_type,ai_transmission,ai_engine_capacity_l,ai_engine_description,ai_horsepower_hp,ai_fiscal_power_cv,ai_doors,ai_seats,ai_critair,ai_euro_emission_class,ai_seller_type,ai_location,ai_is_professional_seller,ai_is_accident_vehicle,ai_is_export_only,ai_is_professional_only_sale,ai_has_non_guaranteed_mileage,ai_has_engine_warning_or_mechanical_warning,ai_control_technique_status,ai_warranty_months,ai_maintenance_history_status,ai_recent_repairs,ai_known_risks,ai_important_missing_info,ai_fuel_consumption_city_l_100km,ai_fuel_consumption_road_l_100km,ai_fuel_consumption_mixed_l_100km,ai_estimated_annual_running_cost_level,ai_resale_ease_score_1_to_5,ai_spare_parts_availability_score_1_to_10,ai_reliability_score_0_to_25,ai_buyer_suitability_score_0_to_20,ai_price_value_score_0_to_15,ai_zfe_critair_score_0_to_10,ai_running_cost_score_0_to_10,ai_resale_score_0_to_10,ai_parts_score_0_to_10,ai_total_score_0_to_100,ai_recommendation,ai_short_reason,ai_questions_to_ask_seller,ai_confidence_0_to_1
Peugeot_208_like_Pare_chocs_AR_endommag_s_3180815970,https://www.leboncoin.fr/ad/voitures/3180815970,Peugeot 208 like (Pare-chocs AR endommagé),4800.0,2018.0,109000.0,Essence,Manuelle,,PEUGEOT,208,3.0,5,"À noter : présence de dommages au niveau du pare-chocs arrière droit. Celui-ci pourra être remplacé selon vos préférences, sans incidence sur le bon fonctionnement du véhicule. Peugeot 208 Like – 109 000km (kilométrage non évolutif) Véhicule en bon état général, avec un entretien régulier et suivi. La distribution a été remplacée à 99 500 km, Possibilité de me contacter via WhatsApp pour plus d’informations. Voir moins","Peugeot 208 like (Pare-chocs AR endommagé) 4 800 € Prix: 4 800 €. Pack Sérénité Année 2018 Kilométrage 109000 km Énergie Essence Boîte de vitesse Manuelle Année: ""2018"". Kilométrage: ""109000 km"". Énergie: ""Essence"". Boîte de vitesse: ""Manuelle"" La Rochepot 21340 Située à La Rochepot 21340.",Peugeot 208 Like,Peugeot,208,Like,2018,,4800,109000,Essence,Manuelle,,,,,3,5,2,,,La Rochepot 21340,,False,False,False,False,False,,,regular and followed,"timing belt replaced at 99,500 km",rear bumper damaged but does not impair function; Peugeot 1.2 PureTech engine risk unclear but timing belt changed,engine capacity and power not given; detailed engine model unknown,5.5,3.8,4.5,medium,3,7,15,14,10,8,7,6,6,73,consider,Good condition with timing belt changed; rear bumper damage external only; 3-door less ideal; some uncertainty on engine risk; reasonable score for urban and light travels; manual petrol; enough for budget buyer.,Confirm exact engine model and capacity; ask for full maintenance records; confirmation no accidents; verify control technique status; clarify seller type and warranty; check for possible hidden damages; confirm no engine or electronic warnings; ask about fuel consumption and comfort; inquire about resale experience.,0.7
Opel_astra_sport_tourer_s_3183858282,https://www.leboncoin.fr/ad/voitures/3183858282,Opel astra sport tourer,5800.0,2018.0,131800.0,Diesel,Manuelle,,OPEL,Astra,5.0,5,"Attention, bien lire l'annonce Je vends mon Opel Astra Sport Tourer de 2018, une voiture familiale pratique et économique. - Marque : Opel - Modèle : Astra Sport Tourer - Année : 2018 - Kilométrage : 131 800 km - Motorisation : 1.6 Diesel 110 ch - Carburant : Diesel - Boîte de vitesses : Manuelle - Nombre de portes : 5 - Nombre de sièges : 5 - Couleur : Noir Véhicule en très bon état, prévoir le remplacement de la chaîne de distribution (fragilité connue sur ces moteurs) N'hésitez pas à me contacter pour plus d'informations ou pour organiser un essai. Voir moins","Opel astra sport tourer 5 800 € Prix: 5 800 €. Pack Sérénité Année 2018 Kilométrage 131800 km Énergie Diesel Boîte de vitesse Manuelle Année: ""2018"". Kilométrage: ""131800 km"". Énergie: ""Diesel"". Boîte de vitesse: ""Manuelle"" Le Creusot 71200 Située à Le Creusot 71200.",Opel Astra Sport Tourer,Opel,Astra,Sport Tourer,2018,,5800,131800,Diesel,Manuelle,1.6,1.6 Diesel 110 ch,110,,5,5,3,,,Le Creusot 71200,,False,False,False,False,False,,,,chain replacement recommended due to known fragility,chain of distribution replacement needed soon,"Official emission class not provided, verify euro standard and control technique date",5.0,4.0,4.5,medium,3,8,15,14,11,5,6,6,8,70,consider,"Reliable family diesel with known timing chain risk, reasonable price but higher mileage and average ZFE class",Date of last timing chain service? Control technique date and result? Confirm emission standard? Any other mechanical issues?,0.7
A_SAISIR_SUZUKI_CELERIO_1_0L_68CH_PRIVILEGE_vignette_crit_air1_PREMIERE_MAIN_suivi_GARAGE_s_3185676653,https://www.leboncoin.fr/ad/voitures/3185676653,A SAISIR SUZUKI CELERIO 1.0L 68CH. PRIVILEGE(vignette crit'air1) PREMIERE MAIN suivi GARAGE,5300.0,2017.0,84900.0,Essence,Manuelle,Professionnel,SUZUKI,Celerio,5.0,5,"Vends SUZUKI CELERIO 1.0L 68CH. PREMIERE MAIN(vignette crit'air1) PACK PRIVILEGE toutes options(ordinateur de bord, climatisation, kit mains-libres bluetooth, prise USB, feux de jour, aide au démarrage en côte, vitres électriques, fermeture centralisé, double air-bag frontaux et latéraux avant...). Véhicule très propre non fumeur, entretien et suivi par GARAGE avec factures à l'appui depuis le début de sa mise en circulation. Moteur à chaîne fiable et très robuste. La dernière révision est à jour faite à 84841KM le 17/04/2026 facture à l'appui. Le contrôle technique est ok fait le 15/04/2026 avec 0 défauts. Aucun frais à prévoir. Les 2 pneus arrières sont neuf. Véhicule fourni avec 2 clés. Disponible de suite. Voir moins","A SAISIR SUZUKI CELERIO 1.0L 68CH. PRIVILEGE(vignette crit'air1) PREMIERE MAIN suivi GARAGE 5 300 € Prix: 5 300 €. Pro Vendeur professionnel. Année 2017 Kilométrage 84900 km Énergie Essence Boîte de vitesse Manuelle Année: ""2017"". Kilométrage: ""84900 km"". Énergie: ""Essence"". Boîte de vitesse: ""Manuelle"" Mâcon 71000 Située à Mâcon 71000.",Suzuki Celerio Privilege,Suzuki,Celerio,Privilege,2017,,5300,84900,Essence,Manuelle,1.0,"1.0L 68CH, moteur à chaîne fiable",68,,5,5,1,,Professionnel,Mâcon 71000,True,False,False,False,False,False,"ok, 15/04/2026, 0 défauts",,"suivi garage avec factures, dernière révision à 84841 km, 17/04/2026",2 pneus arrières neufs,,première immatriculation date inconnue,5.0,4.0,4.5,low,4,8,22,17,12,9,9,8,8,93,strong_buy,"Reliable small petrol car with CritAir 1, good maintenance history and clean CT, priced well for 2017 model with 5 doors.",Exact date of first registration? Full maintenance records? Any past accident or damage? Any warranty offered?,0.9
Dacia_Sandero_SCe_91_000_km_s_3189060595,https://www.leboncoin.fr/ad/voitures/3189060595,Dacia Sandero SCe 91 000 km,5800.0,2017.0,91000.0,Essence,Manuelle,,DACIA,Sandero,5.0,5,"Dacia Sandero II 1.0 SCe 75 - 91 000 km (peu évolutif) Vignette Crit'Air 1 Contrôle Technique fait Double des clés coffre 320 / 1200 litres banquette rabattue. Véhicule sain, roule parfaitement. Révision faite Direction assistée, ABS, Airbags. Voir moins","Dacia Sandero SCe 91 000 km 5 800 € Prix: 5 800 €. Pack Sérénité Année 2017 Kilométrage 91000 km Énergie Essence Boîte de vitesse Manuelle Année: ""2017"". Kilométrage: ""91000 km"". Énergie: ""Essence"". Boîte de vitesse: ""Manuelle"" Saint-Germain-du-Bois 71330 Située à Saint-Germain-du-Bois 71330.",Dacia Sandero 1.0 SCe 75,Dacia,Sandero,Pack Sérénité II,2017,,5800,91000,Essence,Manuelle,1.0,SCe 75,75,,5,5,1,,,Saint-Germain-du-Bois 71330,,False,False,False,False,False,fait,,Révision faite,,"No major known risks, simple reliable 1.0 SCe petrol engine",Exact first registration date and full service history missing,5.5,4.5,5.0,low,4,8,20,17,12,9,8,7,8,81,consider,"Reliable simple petrol, CritAir 1, manual 5-door, good value but mileage somewhat high, missing some historical data",Confirm full service history; clarify first registration date; any hidden faults; verify clutch and timing belt status,0.9
C3_phase_III_URGENT_s_3183308196,https://www.leboncoin.fr/ad/voitures/3183308196,C3 phase III URGENT,5900.0,2017.0,96000.0,Essence,Manuelle,,CITROEN,C3,5.0,5,"Je vends ma Citroën C3 phase III de 2017, une berline compacte pratique. - Marque : Citroën - Modèle : C3 - Année : 2017 - Kilométrage : 96 000 km - Motorisation : 1.2 PureTech 82 ch - Carburant : Essence - Boîte de vitesses : Manuelle - Finition : Feel - Couleur : Beige - Nombre de portes : 5 - Nombre de sièges : 5 - Puissance fiscale : 4 CV *OPTIONS ET ÉQUIPEMENTS :* Audio - Télécommunications : * Bluetooth * Prise audio auxiliaire : usb * commande * radio Conduite : * limiteur de vitesse * régulateur de vitesse Extérieur : * feux de détresse * radar d'aide au stationnement * rétroviseurs rabattables Intérieur : * climatisation : manuelle * fermeture centralisée * non fumeur * sieges reglables en hauteur * verrouillage automatique des portes en roulant Carrosserie: 7/10 Courroies de distribution changées ainsi que les deux pneus arrières a 75500kms. À rouler essentiellement sur l’autoroute. - Contrôle technique : Valide jusqu'en 01/2028 N'hésitez pas à me contacter pour plus d'informations. Voir moins","C3 phase III URGENT 5 900 € Prix: 5 900 €. Pack Sérénité Année 2017 Kilométrage 96000 km Énergie Essence Boîte de vitesse Manuelle Année: ""2017"". Kilométrage: ""96000 km"". Énergie: ""Essence"". Boîte de vitesse: ""Manuelle"" Crissey 71530 Située à Crissey 71530.",Citroën C3 Feel 1.2 PureTech,Citroën,C3,Feel,2017,,5900,96000,Essence,Manuelle,1.2,PureTech 82 ch,82,4,5,5,2,,,Crissey 71530,,False,False,False,False,False,Valide jusqu'en 01/2028,,"Timing belt changed at 75500 km, rear tires replaced at 75500 km",Timing belt and rear tires replaced at 75500 km,"Potential risk with 1.2 PureTech engine without more proof of full timing chain maintenance, but timing belt recently changed is positive",No info on full maintenance history and first registration date,5.5,4.0,4.7,medium,4,8,18,16,12,8,7,7,8,84,consider,"2017 Citroën C3 with 1.2 PureTech and recent timing belt change; 5-door, manual, CritAir 2; good score but 1.2 PureTech engines can be risky without full proof; no accident or major warnings; good condition.",Full maintenance history? Exact first registration date? Any known issues? Confirm no accident history? Confirm professional/private seller?,0.85
PEUGEOT_208_1_2_PureTech_68ch_BVM5_Like_s_3156618004,https://www.leboncoin.fr/ad/voitures/3156618004,PEUGEOT 208 1.2 PureTech 68ch BVM5 Like,5990.0,2017.0,96000.0,Essence,Manuelle,Professionnel,PEUGEOT,208,5.0,5,"PEUGEOT 208 1.2 PureTech 68ch BVM5 Like, berline, blanc, 4 cv, 5 portes, première mise en circulation le 22/12/2017, garantie : garantie contractuelle. Prix TTC : 5 990 € 5 places OPTIONS ET ÉQUIPEMENTS : Couleur : - Peinture laquée / opaque Extérieur : - Feux arrière LED Intérieur : - Climatisation manuelle - Lève-vitres avant électriques - Siège conducteur réglable en hauteur Pack : - Assistance de freinage - Verrouillage centralisé - Verrouillage centralisé télécommandé Sécurité : - Airbag conducteur - Airbag latéral conducteur et passager - Airbag passager - Airbags rideaux arrière - Airbags rideaux avant - Contrôle pression pneus (RDC) - ESP (programme de stabilité électronique) - Fixation pour siège enfant - Kit de réparation pneus (Mobile Tyre) - Répartiteur électronique de freinage Autres équipements et informations : - Système anti bloquage (ABS) - USB jack - Volant réglable manuellement - consommation extra urbaine: 4.10l/100 - consommation urbaine: 5.70l/100 - consommation mixte: 4.70l/100 Référence annonce : 4886 Voir moins","PEUGEOT 208 1.2 PureTech 68ch BVM5 Like 5 990 € Prix: 5 990 €. Pro Vendeur professionnel. Année 2017 Kilométrage 96000 km Énergie Essence Boîte de vitesse Manuelle Année: ""2017"". Kilométrage: ""96000 km"". Énergie: ""Essence"". Boîte de vitesse: ""Manuelle"" D.A.S. AUTO 21 Gevrey-Chambertin 21220 Située à Gevrey-Chambertin 21220.",Peugeot 208,Peugeot,208,Like,2017,2017-12-22,5990,96000,Essence,Manuelle,1.2,1.2 PureTech 68 ch,68,4,5,5,2,,Professionnel,Gevrey-Chambertin 21220,True,False,False,,False,False,,,,,Peugeot 1.2 PureTech engine requires timing belt proof to avoid risk; no proof provided in listing,No timing belt replacement proof for 1.2 PureTech engine; maintenance history missing; Crit'Air inferred from year and fuel,5.7,4.1,4.7,medium,3,9,14,15,12,7,7,6,8,69,consider,Reliable Peugeot 208 with 1.2 PureTech engine but missing timing belt proof; good condition and price; professional sale; moderate risk requires buyer checks,"Ask for timing belt replacement proof, maintenance history, past accidents, and control technique status",0.85
Peugeot_208_2_1_6_bluehdi_75_pack_clim_s_3140427822,https://www.leboncoin.fr/ad/voitures/3140427822,Peugeot 208 (2) 1.6 bluehdi 75 pack clim,5825.0,2017.0,110703.0,Diesel,Manuelle,Professionnel,PEUGEOT,208,5.0,2,"Année 2017 Kilométrage 110 703 km Boîte de vitesse Manuelle Énergie Diesel Nombre de portes 5 Puissance fiscale 4 CV Puissance DIN 75 ch Consommation 3 L /100 km Garantie 6 mois Prix 5825€HT 6990€TTC Extérieur et Chassis Ampoules de phares halogènes Rétroviseurs extérieurs réglage intérieur Feux arrières à LED Intérieur Volant mousse Limiteur de vitesse Ordinateur de bord Régulateur de vitesse Réglage du volant en hauteur, en profondeur Sécurité Indicateur de sous-gonflage des pneus 6 airbags Assistance au freinage d'urgence ESP Airbags rideaux Antipatinage ABS Airbags latéraux Kit anticrevaison Voir moins","Peugeot 208 (2) 1.6 bluehdi 75 pack clim 5 825 € Prix: 5 825 €.. Baisse de prix Pro Vendeur professionnel. Année 2017 Kilométrage 110703 km Énergie Diesel Boîte de vitesse Manuelle Année: ""2017"". Kilométrage: ""110703 km"". Énergie: ""Diesel"". Boîte de vitesse: ""Manuelle"" Fragnes-La Loyère 71530 Fragnes Située à Fragnes-La Loyère 71530 Fragnes.",Peugeot 208 1.6 BlueHDi 75 Pack Clim,Peugeot,208,Pack Clim,2017,,5825,110703,Diesel,Manual,1.6,BlueHDi 75,75,4,5,2,3,,professional,Fragnes-La Loyère 71530 Fragnes,True,False,False,False,False,False,,6,,,"Diesel engine, DPF and EGR system risks; CritAir 3 not ideal for ZFE in large cities",No service history or timing belt change info; euro emission class and first registration date missing,3.0,3.0,3.0,medium,3,8,15,12,11,4,7,6,8,66,consider,2017 Peugeot 208 Diesel with decent mileage and 6-month warranty; diesel engine may pose risks in ZFE areas; professional seller; missing detailed service history; moderate overall score,Ask for full maintenance and timing belt history; any past accidents or mechanical issues; confirmation of first registration date,0.8
Dacia_Sandero_s_3180737983,https://www.leboncoin.fr/ad/voitures/3180737983,Dacia Sandero,5200.0,2017.0,119000.0,Essence,Manuelle,,DACIA,Sandero,5.0,5,"Je vends ma Dacia Sandero de 2017, une berline pratique et économique. - Marque : Dacia - Modèle : Sandero - Année : 2017 - Kilométrage : 119 000 km - Carburant : Essence - Boîte de vitesses : Manuelle - Puissance fiscale : 4 CV - Motorisation : 75 Ch - Nombre de portes : 5 - Nombre de sièges : 5 - Couleur : Noir À prévoir, sonde lambda 2 et ct.(toujours valide mais plus de 6mois) N'hésitez pas à me contacter pour plus d'informations ou pour convenir d'un rendez-vous. Voir moins","Dacia Sandero 5 200 € Prix: 5 200 €. Pack Sérénité Année 2017 Kilométrage 119000 km Énergie Essence Boîte de vitesse Manuelle Année: ""2017"". Kilométrage: ""119000 km"". Énergie: ""Essence"". Boîte de vitesse: ""Manuelle"" Montceau-les-Mines 71300 Située à Montceau-les-Mines 71300.",Dacia Sandero,Dacia,Sandero,Pack Sérénité,2017,,5200,119000,Petrol,Manual,,,75,4,5,5,2,,,Montceau-les-Mines,,False,False,False,False,True,"valid but older than 6 months, needs new check",,,needs lambda sensor 2 replacement,"possible lambda sensor issue, need to confirm timing belt history",no info on timing belt replacement,7.0,5.0,5.8,medium,3,7,15,15,12,8,7,6,7,75,consider,Decent economical 5-door petrol with some maintenance needed and missing timing belt info; consider but check mechanical condition and timing belt.,When was the timing belt last changed? Has the lambda sensor issue been fixed? Can you provide recent control technique report? Is the mileage guaranteed?,0.85
Opel_Adam_s_3189851631,https://www.leboncoin.fr/ad/voitures/3189851631,Opel Adam,6000.0,2017.0,122200.0,Essence,Manuelle,,OPEL,Adam,3.0,4,"Je vends mon Opel Adam, une citadine compacte et dynamique de 2017. - Marque : Opel - Modèle : Adam - Année : 2017 - Kilométrage : 122 200 km - Motorisation : 87 ch - Carburant : Essence - Boîte de vitesses : Manuelle - Nombre de portes : 3 - Nombre de sièges : 4 - Couleur : Blanc - Mode : City et Eco Des réparations (sondes avant et arrière) ainsi que le CT seront fait avant la vente. Véhicule avec quelques usures. N'hésitez pas à me contacter pour plus d'informations ou pour organiser un essai. Voir moins","Opel Adam 6 000 € Prix: 6 000 €. Pack Sérénité Année 2017 Kilométrage 122200 km Énergie Essence Boîte de vitesse Manuelle Année: ""2017"". Kilométrage: ""122200 km"". Énergie: ""Essence"". Boîte de vitesse: ""Manuelle"" Chalon-sur-Saône 71100 Située à Chalon-sur-Saône 71100.",Opel Adam,Opel,Adam,Pack Sérénité,2017,,6000,122200,Essence,Manuelle,,"87 ch petrol engine, manual",87,,3,4,2,,,Chalon-sur-Saône 71100,,False,False,False,False,False,will be done before sale,,,sondes avant et arrière replaced,3-door reduces practicality; higher mileage,"No info on engine capacity, timing belt status, full maintenance history",6,4.5,5,medium,3,7,15,10,10,7,7,6,7,65,consider,Good condition 2017 petrol city car with reasonable mileage but 3 doors and some wear; CT and repairs planned; lacks some important info,Confirm engine capacity and timing belt status; clarify full maintenance history; any past accidents?; confirm warranty if any; exact trim details?,0.8
Peugeot_3008_1_6_bluehdi_120ch_de_2017_avec_148_509_kms_s_3183174719,https://www.leboncoin.fr/ad/voitures/3183174719,Peugeot 3008 1.6 bluehdi 120ch de 2017 avec 148 509 kms,4990.0,2017.0,148509.0,Diesel,Manuelle,,PEUGEOT,3008,5.0,5,"Vend Peugeot 3008 1.6 bluehdi 120ch du 03/2017 avec 148 500 kms ⚠️ PROCEDURE VE - SUIVI EXPERT ⚠️ ⚠️ VENTE UNIQUEMENT À PROFESSIONNEL OU EXPORT⚠️ ✅ DÉMARRE ROULE ✅ ✅ AIR BAG FRONTAUX OK ✅ Cote : 13 000€ Prix : 4 990€ Dégâts : portes conducteurs, porte arrière droite, pied milieu, air bag siège conducteur, air bag rideau conducteur, ceintures.. Possibilité de livraison dans toute la France Pour plus de renseignements nous contacter Nos horaires sont 08h-12h, 14h-19h, du lundi au vendredi Merci de respecter ces horaires Tapez dans la barre de recherche PIÈCES AUTO 71 afin de voir tous nos véhicules en vente Voir moins","Peugeot 3008 1.6 bluehdi 120ch de 2017 avec 148 509 kms 4 990 € Prix: 4 990 €. 2017 ·148500 km ·Diesel Manuelle Année: ""2017"". Kilométrage: ""148500 km"". Énergie: ""Diesel"". Boîte de vitesse: ""Manuelle"" Le Creusot 71200 Située à Le Creusot 71200.",Peugeot 3008,Peugeot,3008,1.6 BlueHDi 120ch,2017,,4990,148509,Diesel,Manuelle,1.6,BlueHDi diesel,120,,5,5,,,,Le Creusot 71200,True,True,True,True,False,False,,,,,"Vehicle with accident damage and professional/export sale only, procedure VE (likely administrative or legal issue)","No Crit'Air info, unknown first registration date, missing exact emission class",5.0,3.8,4.3,high,1,7,7,3,5,3,4,2,7,38,reject,"Serious red flags: accident damage, sale only to professionals or export, VE procedure, high risk for student buyer",What is the exact nature of the VE procedure? Any official accident repair invoices available? Can the sale be made to a private individual?,0.9
Twingo_lire_SCE_70_BC_s_3191345106,https://www.leboncoin.fr/ad/voitures/3191345106,Twingo lire SCE 70 BC,5300.0,2016.0,74321.0,Essence,Manuelle,,RENAULT,Twingo,5.0,4,"Vends Twingo, Toujours entretenu cause double emploi, CT avec quelques anomalies mineures normales pour un véhicule de ce kilométrage et de 10ans. La couroie accessoire a été faite en septembre 2024 et révision en octobre 2025. Le vehicule fonctionne parfaitement bien et est très économique. Le prix tient compte des anomalies mineures notifiées dans le CT mis a jour ce jour. Voir moins","Twingo lire SCE 70 BC 5 300 € Prix: 5 300 €. Pack Sérénité Année 2016 Kilométrage 74321 km Énergie Essence Boîte de vitesse Manuelle Année: ""2016"". Kilométrage: ""74321 km"". Énergie: ""Essence"". Boîte de vitesse: ""Manuelle"" Sellières 39230 Située à Sellières 39230.",Renault Twingo SCE 70 BC,Renault,Twingo,SCE 70 BC,2016,,5300,74321,Essence,Manuelle,,SCE 70,70,,5,4,2,,,Sellières 39230,,False,False,False,False,False,Valid with minor anomalies,,"Regular, accessories belt replaced Sep 2024, revision Oct 2025","Courroie accessoire replaced Sep 2024, recent revision Oct 2025",Possible minor CT anomalies; Renault 1.0 SCE is generally reliable but not the higher risk 1.2 TCe,Exact engine capacity and fiscal power missing; no first registration date; no seller type,5.5,4.5,5.0,low,4,8,20,17,13,8,8,7,8,89,consider,Good condition Renault Twingo 5-doors petrol 2016 with regular maintenance and minor CT issues; suitable for city and trips; no major risks detected.,Ask for exact engine displacement and fiscal power; seller type and any warranty; confirmation of first registration date; details on CT minor anomalies.,0.85
Peugeot_208_1_0_PURETECH_LIKE_5P_s_3148539298,https://www.leboncoin.fr/ad/voitures/3148539298,Peugeot 208 1.0 PURETECH LIKE 5P,5490.0,2016.0,76500.0,Essence,Manuelle,Professionnel,PEUGEOT,208,5.0,5,"Peugeot 208 1.0 PURETECH LIKE 5P, (Berline), NOIR, 4cv, 5 portes, mise en circulation le 31-03-2016, garantie 3 mois (3 MOIS OPTEVEN). 5 places, couleur intérieur : NOIR, longueur : 3,97 mètres, boîte de vitesse : manuelle OPTIONS ET EQUIPEMENTS : Audio - Télécommunications - 2 Haut parleurs - Prise Jack - Prise USB - Radio Conduite - Limiteur de vitesse - Régulateur de vitesse Extérieur - Boucliers AV et AR couleur caisse - Essuie-glace arrière - Feux arrière à LED - Feux de freinage d'urgence - Phares halogènes - Répétiteurs de clignotant dans rétro ext - Rétroviseurs extérieurs à réglage manuel - Sticker Intérieur - Bacs de portes avant - Banquette AR rabattable - Banquette arrière 3 places - Banquette arrière monobloc - Boite à gants fermée - Climatisation manuelle - Compte tours - Filtre à Pollen - Lampe de coffre - Miroir de courtoisie conducteur - Miroir de courtoisie passager - Ordinateur de bord - Ouverture des vitres séquentielle - Prise 12V - Siège conducteur réglable en hauteur - Tablette cache bagages - Température extérieure - Verrouillage auto. des portes en roulant - Verrouillage centralisé à distance - Vitres avant électriques - Vitres teintées - Volant réglable en profondeur et hauteur Sécurité - ABS - Aide au freinage d'urgence - Airbag conducteur - Airbag passager déconnectable - Airbags latéraux avant - Airbags rideaux AV et AR - Antidémarrage électronique - Antipatinage - Détecteur de sous-gonflage indirect - EBD - ESP - Kit anti-crevaison - Préparation Isofix - Troisième ceinture de sécurité Autres équipements et informations : - Tissu Like Noir/Bleu Kilométrage garanti. Notre établissement se situe dans la cour d’Harley-Davidson, au fond à gauche. --> Pack Clé en Main - 550€ TTC Démarches (hors carte grise) ; 1/4 de carburant ; Nettoyage du véhicule ; Garantie 3 mois < -- Extension de Garantie possible OPTEVEN mensuel durée de 48 mois à partir de 35€ / mois Les véhicules proposés sont uniquement en dépôt-vente, visibles uniquement sur RENDEZ-VOUS à l’agence. Nos services : - Gestion des formalités administratives et demande de carte grise - Livraison possible dans toute la France L'AGENT AUTOMOBILE 9 RUE DES LOCHES PÔLE MOTO 71100 SEVREY Lundi : X Mardi : 10h / 19h Mercredi : 10h / 19h Jeudi : 10h / 19h Vendredi : 10h / 19h Samedi : 10h / 17h Dimanche : X Des erreurs pouvant se glisser dans nos annonces merci de nous contacter pour plus de renseignements sur ces dernières. Référence annonce : 379 Voir moins","Peugeot 208 1.0 PURETECH LIKE 5P 5 490 € Prix: 5 490 €.. Baisse de prix Pro Vendeur professionnel. Année 2016 Kilométrage 76500 km Énergie Essence Boîte de vitesse Manuelle Année: ""2016"". Kilométrage: ""76500 km"". Énergie: ""Essence"". Boîte de vitesse: ""Manuelle"" L'AGENT AUTOMOBILE CHALON SUR SAONE Sevrey 71100 Située à Sevrey 71100.",Peugeot 208 1.0 PureTech Like,Peugeot,208,Like,2016,2016-03-31,5490,76500,Petrol,Manual,1.0,1.0 PureTech petrol engine,,4,5,5,2,,Professional,Sevrey 71100,True,False,False,False,False,False,,3,,,Peugeot 1.0 PureTech petrol engine has moderate risk for timing chain issues; no explicit timing belt confirmation,No detailed service or timing chain/belt replacement history; no Euro emission class info,5.5,3.7,4.5,low,4,8,17,16,12,8,8,7,7,85,consider,Good Peugeot 208 1.0 PureTech petrol with reasonable mileage and price; professional seller with 3-month warranty; moderate risk due to timing chain but no major red flags; suitable CritAir 2; missing detailed service history.,Request timing chain/belt service history and recent maintenance details; clarify Euro emission class; verify control technique certificate and any hidden damages.,0.85
Mini_Cooper_Marylebone_1_2_102ch_5P_de_2016_avec_94_812_kms_s_2857343420,https://www.leboncoin.fr/ad/voitures/2857343420,Mini Cooper Marylebone 1.2 102ch 5P de 2016 avec 94 812 kms,2500.0,2016.0,94812.0,Essence,Manuelle,Professionnel,MINI,Mini,5.0,5,"Vend mini finition Marylebone 1.2 102ch boîte manuelle 5 portes du 01/2016 avec 94 812 kms ⚠️ VEHICULE ACCIDENTE ⚠️ ⚠️ PROCEDURE VE - SUIVI EXPERT ⚠️ ⚠️ RESERVE MOTEUR ⚠️ ❗️VENTE UNIQUEMENT A PROFESSIONNEL OU EXPORT❗️ ✅ AIR BAG OK ✅ ✅ LONGERONS OK ✅ Cote : 12 000€ A vendre : 2 500€ Dégâts : pare choc avant, radiateurs, traverse, capot, phares, carter moteur, demi train avant gauche.. Options : GPS, téléphone Bluetooth, régulateur et limiteur de vitesse, climatisation automatique, vitres électriques, commande au volant, etc.. Prix ferme Possibilité de livraison dans toute la France Pour plus de renseignements, nous contacter Nos horaires sont 08h-12h, 14h-19h du lundi au vendredi Merci de respecter ces horaires Tapez dans la barre de recherche PIECES AUTO 71 afin de voir tous nos véhicules en vente Voir moins","Mini Cooper Marylebone 1.2 102ch 5P de 2016 avec 94 812 kms 2 500 € Prix: 2 500 €.. Baisse de prix Pro Vendeur professionnel. Année 2016 Kilométrage 94812 km Énergie Essence Boîte de vitesse Manuelle Année: ""2016"". Kilométrage: ""94812 km"". Énergie: ""Essence"". Boîte de vitesse: ""Manuelle"" PIECES AUTO'71 Le Creusot 71200 Située à Le Creusot 71200.",Mini Cooper Marylebone,MINI,Mini,Marylebone,2016,,2500,94812,Essence,Manuelle,1.2,1.2 102ch,102,,5,5,,,Professionnel,Le Creusot 71200,True,True,True,True,False,True,,,,,"Accident damage to front bumper, radiators, bonnet, headlights, engine sump, left front subframe; under expert monitoring; engine reserve noted; forced professional or export sale.",No Crit'Air or emission class info; first registration date missing; full mechanical status unclear but warnings exist.,,,,high,1,7,5,3,2,2,3,2,7,31,reject,"Accident vehicle with serious damage, engine issues, professional/export only sale; very high risk and low value for a PhD student budget.",Can you provide full mechanical inspection report? Is engine reserve critical? Any possibility to buy as individual? What is the exact first registration date and emission class?,0.9
